X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
3161,274,13,551,110,3006,184,243,198,272,T3,T32,1
2928,129,19,108,36,3492,247,226,99,2820,T1,T29,2
3012,12,7,67,-5,3408,213,226,150,5243,T1,T29,1
2611,16,29,30,12,1920,183,168,109,7039,T1,T29,2
3006,357,15,175,50,2526,196,212,153,1773,T3,T33,1
3181,297,23,301,75,247,149,225,214,793,T2,T22,1
2519,355,13,258,71,1230,198,217,156,972,T3,T10,3
2967,335,19,319,85,573,173,211,175,1590,T3,T24,2
2886,12,7,570,94,4295,213,226,150,5518,T1,T29,1
3155,294,9,421,-16,3973,194,238,184,4491,T1,T23,1
2791,62,12,361,50,1633,230,215,115,2542,T1,T29,2
2646,221,32,60,31,300,165,250,203,1476,T3,T13,2
2568,56,5,218,52,1674,224,228,140,1798,T3,T11,2
3091,10,10,153,25,2321,209,220,148,2348,T3,T32,1
2861,307,12,212,22,2870,186,232,187,2460,T1,T29,1
3124,304,21,228,82,240,157,224,205,1894,T2,T22,1
2743,205,17,150,-3,1473,207,253,176,1410,T3,T4,2
2688,68,36,150,68,591,230,146,0,1165,T3,T33,2
2922,332,28,175,91,5584,142,191,181,4791,T1,T24,2
3027,99,18,277,94,553,247,211,86,2818,T3,T33,2
2705,33,20,0,0,2096,212,192,108,845,T3,T23,1
3222,170,15,180,12,2222,230,245,143,1691,T3,T27,1
2928,5,8,255,54,3087,210,224,152,2015,T1,T29,2
3089,105,19,240,-16,2395,249,212,83,1824,T3,T31,2
2164,71,19,277,66,360,237,200,87,335,T4,T2,6
3115,119,11,60,-3,1660,239,231,121,2197,T3,T33,1
3142,225,13,457,57,150,202,252,185,2760,T3,T23,2
2900,21,11,212,6,4763,213,217,140,1548,T1,T23,2
2877,305,19,108,30,5800,165,226,201,4636,T1,T24,2
2999,30,12,1054,201,2801,216,214,132,882,T3,T31,2
3217,107,22,212,56,2550,251,208,73,3094,T3,T33,1
2883,331,20,124,12,2697,170,212,179,1129,T3,T33,2
3390,303,11,330,14,2928,190,235,185,2036,T1,T39,1
3368,61,12,162,0,1448,230,214,115,3561,T2,T35,1
3031,281,8,182,14,3209,199,241,182,940,T3,T32,1
2776,135,1,335,16,2202,220,238,155,1529,T1,T29,2
3034,345,5,400,11,3001,211,232,160,1239,T3,T32,2
3147,232,19,240,37,1390,186,253,200,2470,T3,T33,1
3034,34,22,180,5,2358,211,185,101,4270,T1,T29,1
3097,330,8,285,44,4694,202,231,168,2928,T1,T29,1
2953,259,25,376,110,2796,151,244,226,663,T3,T13,2
3438,354,13,516,199,1055,197,216,156,1484,T2,T40,7
2696,135,12,134,16,1833,239,235,124,2356,T3,T10,2
2959,60,14,30,-3,4651,230,211,110,3201,T1,T23,1
2768,202,19,283,32,1132,208,253,173,644,T3,T3,2
3317,37,14,459,152,3552,219,208,122,1929,T3,T39,7
2678,147,16,162,43,3221,239,237,123,1919,T3,T2,2
2882,254,16,902,206,2312,181,249,205,1618,T3,T13,2
2817,185,20,90,23,2362,220,249,154,1627,T1,T30,2
2696,232,27,42,22,1699,167,252,212,1187,T3,T13,2
2625,82,17,190,4,1154,241,208,92,379,T1,T29,2
3050,264,25,424,139,5695,150,242,226,1224,T1,T29,2
2415,104,14,30,9,752,242,222,107,1507,T4,T6,3
3302,8,13,395,33,1889,204,213,145,1252,T3,T31,1
3114,68,17,201,46,972,235,204,95,2184,T1,T29,2
3226,40,4,323,13,6178,220,231,147,962,T1,T22,1
2894,156,9,210,32,3463,231,241,142,3572,T1,T30,2
2840,79,10,0,0,4069,234,222,119,3240,T1,T23,1
3245,67,9,180,11,3560,229,222,125,1820,T1,T29,1
3394,217,35,765,-47,3931,163,247,198,2122,T1,T40,1
2601,18,21,180,48,430,198,191,123,1235,T3,T10,6
2663,59,15,446,2,690,230,207,105,927,T1,T29,2
2651,149,19,90,-5,859,241,235,116,1943,T1,T30,2
2883,355,21,170,38,830,182,199,151,1857,T3,T24,2
2897,144,6,390,49,3087,229,239,143,2320,T1,T12,2
2844,327,12,0,0,4685,191,227,175,4675,T1,T16,2
2443,161,27,242,73,1176,235,234,111,1442,T3,T4,3
3048,15,20,180,-18,934,198,194,128,1355,T3,T23,1
2902,110,9,201,42,3193,236,230,126,2743,T1,T12,2
2378,298,20,201,54,175,161,229,207,553,T4,T10,3
2618,337,16,313,204,362,184,217,171,953,T4,T6,3
3231,296,6,300,52,4478,203,238,175,2938,T1,T22,1
2926,73,11,335,40,4345,233,218,115,6252,T1,T12,2
3046,95,17,210,47,5188,245,212,89,3340,T1,T29,2
3200,62,4,430,17,5447,223,232,145,2247,T1,T22,1
2997,193,13,361,23,1805,218,250,163,1290,T3,T32,1
3241,191,23,127,35,3246,212,250,160,726,T3,T33,1
2841,1,12,30,2,1206,202,216,151,2244,T3,T33,2
3174,355,16,283,39,566,192,210,154,2560,T2,T23,2
2968,45,6,285,71,3936,222,226,139,5322,T1,T12,2
3151,63,20,350,34,4794,233,195,85,2630,T1,T29,1
2903,129,14,0,0,4646,242,231,116,1611,T1,T30,2
3040,49,15,30,3,2514,225,206,111,987,T3,T23,1
3425,352,12,663,86,1516,199,219,158,1482,T3,T38,7
3021,26,21,175,30,2300,206,191,115,4230,T1,T29,1
3199,89,11,323,16,1554,236,223,117,1530,T3,T31,1
3226,294,30,376,55,1974,125,218,226,3271,T1,T29,1
2856,219,16,30,14,759,201,253,185,85,T3,T23,2
2871,21,4,30,-2,4175,217,231,151,3151,T1,T23,2
3230,6,12,636,56,4095,205,216,148,3538,T1,T23,1
3155,180,12,450,76,228,224,247,154,1889,T3,T23,2
2916,90,3,295,16,4752,224,234,146,4667,T1,T7,2
3104,58,3,30,0,3820,222,233,147,3155,T3,T22,1
2977,109,10,0,0,1022,238,229,121,1339,T3,T20,1
2289,46,16,134,22,150,223,204,110,1140,T3,T11,3
3033,57,15,272,64,5301,229,207,108,832,T1,T30,2
3093,199,24,134,32,2676,204,252,171,1149,T3,T23,2
3182,276,6,153,7,607,203,241,178,1310,T3,T23,1
3136,141,35,660,59,997,246,205,55,2467,T1,T29,1
2493,282,10,270,61,573,191,241,189,1486,T4,T6,3
3084,49,15,67,11,5058,225,207,113,134,T1,T29,2
3232,47,12,190,33,1077,224,214,123,966,T2,T32,1
3304,3,4,108,11,5451,214,232,155,525,T1,T38,1
3306,45,12,467,91,4380,223,214,124,1875,T3,T39,1
3078,209,7,592,-48,2444,215,247,168,1443,T3,T13,2
3267,170,11,309,61,1631,228,245,148,1826,T3,T33,1
2629,13,19,42,6,1638,198,198,133,1403,T1,T29,2
3020,70,6,277,49,4266,226,229,137,1080,T1,T30,2
3293,172,19,481,145,1214,229,245,141,2462,T3,T32,2
2641,45,5,60,8,878,221,229,143,1632,T1,T29,2
2344,113,35,228,119,469,254,180,22,1826,T4,T3,4
2699,100,18,162,46,1959,247,212,88,953,T3,T11,2
3070,191,8,553,62,5810,220,246,161,1608,T1,T29,1
3158,280,14,408,46,1476,179,241,201,2325,T3,T32,1
3091,80,13,153,-6,5084,237,217,109,0,T1,T29,2
2949,68,13,150,20,5108,233,213,109,3009,T1,T16,1
2785,322,13,60,10,2298,187,227,179,1282,T3,T31,2
3108,333,11,120,23,1966,195,226,170,1822,T1,T29,1
3010,33,10,285,39,4137,218,218,135,949,T1,T29,2
3127,293,10,295,11,2155,191,238,187,2556,T3,T32,2
2995,85,8,255,63,3792,232,226,126,2675,T1,T29,2
3118,332,9,424,-28,2718,198,228,170,511,T3,T23,1
2975,34,15,60,8,256,216,206,121,450,T3,T31,2
3095,0,5,85,3,4543,213,231,156,3220,T1,T22,1
2691,324,4,547,79,979,209,235,164,1348,T1,T12,2
2194,93,18,0,0,1471,245,211,89,534,T4,T2,4
3115,310,20,601,204,5332,162,222,198,883,T1,T29,2
3243,64,14,268,24,1282,232,210,107,2601,T3,T23,2
3220,326,21,420,81,2268,163,211,185,228,T3,T33,1
2969,132,12,30,4,255,239,234,122,924,T1,T23,1
3065,26,11,306,-18,1570,215,215,136,3048,T1,T29,1
2522,48,16,30,3,1195,225,202,107,1724,T3,T10,6
2827,103,20,342,72,1842,249,210,80,2789,T1,T30,2
2916,199,16,361,-25,5401,213,252,169,3900,T1,T29,2
3008,5,13,192,29,5088,202,213,147,1106,T1,T20,2
3051,25,8,255,7,3212,216,223,143,1103,T3,T32,2
3028,249,22,162,30,1288,166,249,217,2706,T3,T33,1
3130,148,12,60,-4,2411,236,239,131,1421,T3,T27,1
3099,222,12,182,-27,2471,204,252,182,564,T3,T32,2
3139,326,7,60,1,769,203,232,168,1170,T2,T23,1
2950,57,11,339,15,2457,228,216,120,2340,T1,T29,2
3032,121,7,90,-4,1532,232,234,135,960,T1,T23,1
2993,18,10,175,16,1422,212,218,142,1630,T3,T31,2
2993,167,12,437,56,4331,230,244,145,1842,T1,T12,2
2846,41,9,300,4,2520,221,219,132,931,T3,T31,1
2986,344,21,30,7,5588,174,203,165,2121,T1,T22,1
3048,14,9,60,8,3035,212,222,147,1396,T3,T31,2
2477,302,18,240,49,430,168,229,200,1803,T4,T10,3
2869,306,20,342,105,2529,160,224,203,1167,T3,T24,2
2701,65,14,120,0,1454,233,210,106,2218,T3,T11,2
2959,40,15,228,46,4528,220,205,116,1950,T1,T29,2
3287,40,16,330,66,3830,220,204,114,1473,T1,T39,1
3255,43,10,153,29,4504,222,219,131,1357,T1,T23,1
2978,31,7,30,2,4326,218,225,143,1033,T1,T23,2
2642,136,17,190,-4,696,244,231,110,1825,T1,T30,2
3237,134,14,162,25,1710,242,232,117,1907,T3,T32,1
3047,0,12,616,3,4117,202,217,152,3330,T1,T29,2
3139,270,8,391,45,2310,200,243,182,940,T3,T32,2
2890,357,5,0,0,4202,212,231,156,2734,T1,T23,2
2920,316,22,182,33,1878,155,215,197,2618,T3,T33,2
3341,264,15,421,73,3187,181,246,204,1786,T1,T39,1
3149,106,7,420,16,5391,232,232,132,1731,T1,T29,1
3210,11,11,384,73,1221,208,217,145,5070,T2,T22,1
2966,326,10,258,-59,589,195,229,173,997,T3,T31,1
2983,312,20,95,21,2255,163,221,197,968,T1,T29,2
3261,57,8,947,89,1590,226,223,132,2704,T2,T23,2
2750,149,11,150,20,2461,235,239,134,2262,T3,T11,3
3016,114,10,42,1,2509,238,230,122,1527,T3,T23,2
2429,126,32,108,53,484,253,200,49,1235,T4,T4,3
2950,94,10,570,1,4067,236,226,120,4478,T1,T23,2
2995,16,10,417,65,1655,211,219,143,2380,T3,T23,2
2853,36,4,323,62,2550,219,230,148,3304,T1,T12,2
3380,181,13,659,122,4381,224,248,154,2563,T3,T38,7
2803,45,9,95,2,1266,223,220,131,2502,T1,T29,1
3331,317,22,446,149,4392,156,215,196,2486,T3,T39,7
3103,253,6,488,98,2697,207,244,175,1869,T3,T32,2
3195,193,28,330,-5,1914,205,249,161,3583,T1,T29,1
3244,36,8,700,62,4387,220,222,138,2440,T1,T29,1
3425,18,12,277,93,3792,210,214,139,3249,T3,T32,7
2890,270,14,0,0,6068,182,244,201,4751,T1,T24,2
3358,85,3,636,101,1134,223,234,147,2506,T3,T32,1
2828,103,16,60,-8,323,245,219,99,1563,T1,T29,2
3178,83,11,42,6,1661,235,221,116,1689,T2,T19,1
3224,47,20,150,25,2155,222,191,95,930,T1,T22,1
2151,215,24,300,153,474,188,254,191,594,T4,T5,3
3018,10,17,192,38,4455,199,203,138,277,T1,T30,2
2726,172,9,30,1,1071,226,245,151,633,T3,T2,3
3104,5,8,0,0,3808,210,224,152,190,T3,T23,1
2897,336,17,150,44,1667,181,216,172,2478,T3,T33,2
3183,36,13,0,0,1982,219,211,125,4400,T2,T23,1
2949,144,10,360,46,3034,235,238,134,1590,T1,T29,2
3041,36,12,531,182,1777,219,212,127,3005,T3,T31,1
2830,117,16,67,17,2974,245,224,103,2131,T3,T24,2
2942,102,12,395,95,1577,240,224,111,2270,T3,T32,2
2991,290,8,495,9,4479,198,239,181,4922,T1,T12,2
3034,117,7,242,3,6523,232,234,135,3479,T1,T29,2
2656,162,25,120,52,1167,235,237,118,2316,T1,T30,2
3334,88,37,216,51,5132,246,155,0,124,T1,T39,1
3244,110,7,150,-4,1296,233,232,132,2754,T1,T22,1
2133,287,27,120,75,1045,137,227,225,342,T4,T10,3
2558,181,12,541,98,618,224,248,155,841,T3,T2,3
3112,38,6,134,4,1744,220,227,143,2972,T3,T23,1
3135,40,25,402,38,4837,213,176,85,2579,T1,T29,1
3014,289,17,30,3,2160,169,235,206,702,T3,T31,2
2534,31,20,85,14,1218,210,193,112,1557,T3,T10,3
3370,181,11,547,41,1015,224,247,155,4233,T2,T32,1
3310,152,17,330,19,1677,239,238,122,3167,T2,T23,2
2824,232,11,30,-2,5313,203,250,184,4607,T1,T29,1
3234,344,12,60,12,3548,195,220,164,4117,T1,T38,1
3178,145,19,342,79,300,243,233,111,2497,T2,T32,1
2963,98,13,242,35,4770,241,222,109,4431,T1,T29,2
3194,252,18,503,124,5932,177,249,209,2213,T1,T30,2
2489,207,26,127,69,1546,194,253,181,618,T3,T4,3
3310,356,10,430,58,4575,204,222,156,918,T3,T39,1
2904,22,8,85,14,1939,215,222,144,1415,T3,T31,2
2681,43,8,170,26,1784,222,222,135,1714,T3,T11,2
2916,304,5,95,-2,4092,206,237,171,5098,T1,T29,2
3375,301,7,421,0,3013,201,237,176,1952,T1,T39,1
2181,296,38,192,60,642,92,199,233,497,T4,T10,3
2831,114,8,153,20,1399,233,233,131,3104,T3,T23,1
3014,237,8,295,30,1129,206,247,179,1725,T3,T32,2
2749,155,4,124,0,2804,224,240,150,2183,T1,T12,2
3386,277,18,170,41,5125,169,241,210,957,T1,T39,1
2302,226,22,484,162,1316,184,254,200,816,T4,T6,4
2964,143,22,85,27,4652,245,229,100,1385,T1,T30,2
3304,332,16,808,86,3543,182,218,175,1214,T3,T39,1
3198,66,14,108,-3,2850,233,211,107,1857,T3,T31,1
2587,126,6,85,0,870,231,236,137,2170,T1,T30,2
2709,119,13,210,13,1740,242,228,113,1208,T3,T11,2
3136,193,12,361,52,162,218,250,164,2110,T3,T23,2
2982,270,6,454,0,4546,205,242,176,4977,T1,T12,2
2939,335,10,382,49,4261,198,227,168,5736,T1,T12,2
3457,61,28,277,114,1507,229,169,54,1509,T2,T39,7
2902,30,34,295,92,2687,189,148,73,912,T3,T33,2
2932,239,25,60,11,2616,166,251,215,2381,T3,T33,2
2894,353,14,418,61,955,196,215,157,1282,T3,T33,2
3074,146,22,450,115,480,244,231,104,1639,T3,T33,2
2851,41,5,162,13,1288,221,228,143,2372,T3,T11,2
3112,124,12,360,42,4968,240,231,118,966,T1,T29,2
2845,70,13,420,43,990,233,214,111,2292,T1,T29,2
2683,208,31,85,62,2188,182,250,184,547,T3,T4,3
3022,45,5,242,25,2617,222,228,142,899,T3,T23,1
3317,181,19,335,59,4572,223,248,150,2721,T3,T33,1
2674,117,9,190,27,2479,236,232,128,987,T3,T10,2
2748,173,17,30,-4,2471,228,246,144,914,T3,T13,2
3018,61,18,518,-86,600,232,199,93,1624,T1,T29,2
2653,121,11,404,41,685,239,231,121,1460,T1,T30,2
3081,193,9,454,-17,2620,219,248,162,882,T3,T23,1
2457,346,19,190,6,872,181,207,163,1034,T4,T10,6
2470,47,28,283,-6,716,217,167,68,781,T4,T10,3
2278,117,15,30,4,1584,244,225,106,664,T4,T3,3
3095,296,10,108,7,4680,191,237,186,2448,T1,T29,1
3050,120,9,674,-68,5994,236,233,128,3056,T1,T29,2
3088,194,10,339,58,4932,218,249,164,1740,T1,T29,1
2780,71,32,150,25,285,236,162,33,2106,T1,T30,5
2867,78,26,150,65,150,242,184,56,1006,T1,T29,2
3270,124,7,255,30,5162,232,235,136,631,T1,T29,2
3196,81,6,108,7,5047,228,230,136,2008,T1,T22,1
2997,330,15,95,17,4521,182,220,177,120,T1,T20,2
2582,338,4,212,35,488,210,233,162,932,T3,T11,2
3172,86,6,272,35,2029,229,230,134,808,T3,T23,1
3445,298,22,1140,318,4137,154,226,211,2638,T3,T40,7
3029,177,8,30,3,1872,224,245,154,1615,T3,T23,1
2914,35,10,90,-15,2125,219,218,134,2989,T3,T26,1
3131,48,26,319,35,1124,219,173,73,1259,T3,T22,1
2940,323,17,108,14,1544,175,221,184,1541,T3,T33,2
2990,124,5,330,50,1800,229,236,140,832,T3,T32,2
2894,78,13,120,30,3048,237,215,106,2563,T1,T12,2
3145,96,9,85,5,812,234,228,125,2186,T1,T23,1
2784,49,19,0,0,2274,224,196,98,1825,T3,T13,2
2389,172,5,42,-16,1443,223,242,154,616,T3,T10,3
2846,199,10,85,9,2904,217,249,166,2269,T1,T30,2
2837,87,14,210,58,691,240,215,102,938,T1,T30,2
2899,13,8,67,10,4008,212,223,148,3931,T1,T29,2
3016,352,7,30,3,1182,208,229,158,2535,T1,T29,1
3185,33,5,134,13,3878,219,229,147,1473,T1,T22,1
3159,17,19,335,121,3454,200,196,127,1682,T3,T31,1
3046,34,14,960,227,1208,217,207,122,2462,T3,T32,2
2740,19,15,180,40,2330,208,207,133,2255,T1,T29,2
3087,351,5,446,53,1129,212,232,158,1233,T2,T23,2
3083,49,18,300,3,3877,225,197,100,3691,T1,T29,1
3079,80,14,67,17,466,238,215,105,607,T3,T31,2
3023,317,10,42,6,2860,194,231,178,626,T1,T23,1
3248,23,16,872,116,2239,208,203,128,2220,T3,T40,7
2796,109,9,324,40,2084,236,230,124,1885,T1,T12,2
3282,290,19,391,24,2068,165,234,208,3151,T1,T39,1
2890,137,19,67,23,3148,246,229,103,2848,T1,T29,2
3237,106,17,255,71,1423,247,217,93,1392,T1,T30,7
2719,82,13,497,119,1476,238,216,107,2372,T1,T12,2
3277,259,8,30,2,1498,202,245,182,1385,T3,T38,1
2814,21,3,150,16,570,217,232,152,560,T1,T23,2
2858,102,19,175,26,3045,248,211,84,4308,T1,T12,2
3144,344,7,283,-33,767,206,229,162,1120,T2,T22,1
3251,282,18,190,44,1471,167,238,210,2656,T3,T33,1
2712,53,9,150,49,180,226,220,128,2138,T1,T29,5
2898,350,13,60,10,4200,195,217,160,2674,T1,T29,2
2316,204,28,85,55,1587,192,251,178,853,T4,T1,6
2965,248,8,134,-9,1170,202,247,182,841,T3,T32,2
3142,37,10,95,10,450,220,219,133,5370,T2,T22,1
2536,282,10,382,71,900,193,241,188,1489,T3,T4,3
2850,32,6,499,95,2582,219,226,144,2724,T1,T12,2
2853,28,22,210,47,2604,205,185,108,977,T3,T31,2
3232,65,14,492,77,1332,232,211,109,1660,T3,T13,2
3095,60,5,420,32,402,224,229,140,1445,T3,T32,2
2950,264,11,134,14,5580,193,245,191,2072,T1,T23,1
2855,308,25,510,207,1123,144,215,207,1418,T3,T28,2
3357,11,18,484,168,4094,198,200,136,3712,T3,T40,7
3202,62,10,350,0,1983,229,219,122,912,T3,T31,1
3082,315,10,390,42,5008,193,232,178,541,T1,T29,2
3025,230,18,1092,180,3001,189,254,197,1260,T3,T33,2
3105,67,15,192,24,1302,234,209,103,2782,T3,T23,1
3420,217,26,430,110,3591,182,253,196,854,T1,T39,1
3263,296,13,433,75,589,182,235,193,95,T2,T24,1
2992,15,17,300,133,1215,202,201,133,3407,T3,T24,1
3097,67,7,212,9,4560,228,226,132,2544,T1,T29,2
2737,212,24,351,-28,1315,193,254,187,959,T3,T3,2
3050,293,14,67,7,2006,179,236,197,3365,T1,T22,1
2981,50,12,272,-25,2037,225,213,120,1167,T1,T29,2
3274,289,19,319,185,4176,165,235,208,1138,T1,T29,2
2489,22,3,30,0,1924,218,233,153,912,T3,T10,6
2580,23,14,150,32,1413,212,210,133,4726,T1,T18,2
3461,54,22,685,246,2353,227,187,83,1806,T1,T40,1
3067,41,25,258,48,3285,214,177,86,1642,T3,T31,1
3294,114,12,361,71,3151,241,228,115,2942,T3,T32,2
2664,348,6,0,0,1740,209,231,160,361,T3,T33,1
2214,159,28,170,89,1123,236,231,105,516,T4,T3,4
3203,316,16,384,165,175,176,225,188,2192,T2,T40,1
2742,152,8,150,36,2571,230,240,142,2218,T1,T30,2
2795,8,10,420,95,2322,208,219,148,2418,T1,T29,2
2868,61,11,42,3,1650,229,218,121,1187,T3,T32,1
3442,55,8,459,-10,1464,225,223,132,3739,T2,T35,1
3059,165,17,573,111,450,233,243,135,1766,T3,T33,2
3441,72,2,495,46,2654,222,234,149,1846,T3,T38,1
2444,334,33,300,172,470,129,178,177,618,T4,T10,3
3249,122,15,474,-35,1332,244,227,109,1939,T1,T29,1
2941,347,20,268,82,679,178,203,161,1698,T3,T24,2
3103,25,4,42,-4,2029,218,231,150,2575,T3,T32,1
2909,10,8,30,3,4657,211,224,149,1690,T1,T19,2
3409,28,16,641,170,3034,212,204,124,2190,T3,T39,7
2976,79,22,342,170,350,243,193,69,1230,T1,T29,2
2998,96,20,210,7,764,248,206,78,752,T1,T29,1
2514,49,18,30,6,1194,225,198,101,1661,T3,T10,6
2835,17,27,268,90,1116,188,173,111,1144,T3,T33,1
3165,24,3,212,27,2455,218,233,152,912,T3,T32,2
3220,163,15,30,4,2845,233,243,136,700,T1,T23,1
2694,165,15,395,60,2270,232,244,139,2376,T3,T4,3
2975,277,16,85,14,2751,174,241,206,1879,T3,T22,1
2739,152,17,30,6,2716,239,238,123,5577,T1,T29,2
3050,351,6,175,20,2824,210,230,159,1077,T3,T23,1
3163,238,8,90,10,841,207,247,178,1604,T3,T23,1
3473,280,31,210,59,3092,121,225,236,1892,T1,T40,1
3084,174,5,67,-2,1800,223,242,155,488,T1,T23,1
2822,4,19,300,25,1621,192,201,143,2315,T3,T33,2
3020,304,9,108,4,2975,196,236,180,2397,T3,T23,1
2939,59,15,201,9,3437,230,207,106,1199,T1,T29,2
2445,311,18,192,30,1418,168,224,196,531,T4,T10,6
3261,45,10,309,83,947,223,219,130,1746,T1,T23,1
2823,116,20,85,26,2460,249,217,87,1693,T3,T13,2
3149,57,8,95,8,4294,226,223,132,3546,T1,T22,1
2739,34,7,497,40,120,219,225,142,808,T3,T11,5
2840,295,15,95,36,2130,175,234,199,1398,T3,T13,2
3241,292,12,175,38,4575,186,238,191,570,T1,T38,1
2501,117,16,150,28,1648,245,224,103,702,T3,T4,3
3287,211,6,467,65,3709,216,245,166,2563,T1,T23,1
3335,310,25,85,26,1275,143,213,206,1563,T2,T39,1
2690,104,9,90,8,2018,235,229,126,6930,T1,T12,2
3331,18,12,90,18,2145,210,214,139,2167,T2,T38,1
3164,358,16,95,16,900,194,209,151,2018,T1,T23,2
2504,68,14,95,21,418,233,212,108,342,T4,T10,2
2243,312,18,268,152,513,169,224,194,283,T4,T10,3
2623,211,15,323,95,806,207,253,178,1338,T3,T2,3
3007,70,22,600,197,601,237,190,73,891,T1,T29,2
3149,251,13,342,52,5758,191,249,195,2783,T1,T30,2
2731,209,29,360,-27,2292,185,252,185,1804,T3,T4,2
2917,63,23,300,-12,553,233,188,75,2093,T1,T29,2
2862,79,6,607,106,2641,228,229,135,2863,T1,T12,2
2557,139,10,127,17,300,236,237,131,1438,T1,T12,2
2933,205,7,228,2,1773,216,246,166,1026,T3,T23,2
2552,254,25,424,61,787,155,246,224,1172,T3,T2,3
2487,266,7,201,44,391,202,243,180,1861,T4,T6,3
2756,342,8,134,25,2469,205,229,163,6344,T1,T29,2
3383,49,5,658,34,1710,222,228,141,2440,T3,T38,7
2145,360,27,268,108,361,169,179,138,592,T4,T10,6
3336,8,14,150,39,2322,202,210,143,484,T3,T39,7
2990,190,14,108,18,1732,219,250,161,361,T3,T31,1
2957,279,6,67,8,1167,204,241,176,285,T3,T32,2
2989,8,14,324,-32,1442,202,210,143,780,T3,T24,1
2917,127,9,30,4,3528,236,234,129,1574,T1,T30,2
2935,125,15,212,46,1650,244,228,110,1973,T3,T31,2
3176,126,15,67,14,1426,244,229,110,2652,T1,T29,1
3391,199,17,532,112,3663,211,253,170,1657,T3,T38,1
3226,84,17,108,18,3340,242,209,92,3967,T1,T38,1
3230,215,18,342,49,2649,199,254,185,997,T1,T29,1
2577,258,23,467,86,745,158,246,222,1168,T3,T2,3
3234,166,14,240,46,1082,231,244,142,2654,T1,T22,2
2757,92,6,30,-3,1234,230,230,133,953,T3,T11,2
3060,103,6,201,3,6803,231,232,134,2974,T1,T29,2
3354,21,14,150,46,2456,209,208,133,569,T3,T39,7
2937,136,20,351,99,789,247,227,100,2014,T3,T33,2
2726,218,3,120,-1,1554,216,242,162,4006,T1,T12,2
3244,132,14,335,79,1563,241,232,118,1538,T2,T33,1
2937,66,24,300,142,323,235,183,66,1332,T1,T29,1
2889,304,14,120,33,2978,182,233,191,2256,T1,T29,2
2846,3,9,212,35,1338,209,224,153,2829,T3,T11,2
2942,239,10,30,0,5366,202,249,184,2609,T1,T16,1
3420,103,16,0,0,1911,245,217,96,3236,T2,T35,1
3013,357,13,108,16,3330,199,216,154,1873,T1,T29,1
2962,224,15,120,31,1822,200,253,187,1443,T3,T32,2
2828,328,12,153,40,2040,192,226,174,2016,T1,T29,1
3000,111,14,376,102,2452,244,223,105,1820,T3,T32,2
3242,33,19,300,5,2701,213,196,112,1284,T3,T24,1
3182,310,12,666,7,4018,187,232,185,4053,T1,T29,1
2950,316,13,256,67,1758,185,228,183,1203,T3,T31,2
3294,228,14,42,-3,2015,198,252,189,3780,T2,T32,1
3295,5,15,541,71,2871,200,210,146,3408,T3,T32,7
3292,13,13,722,128,2493,207,214,142,2224,T3,T38,1
3254,39,15,277,64,937,219,205,117,1838,T2,T23,1
2763,72,12,421,33,2635,233,217,114,2089,T3,T10,2
3153,132,7,371,53,5382,232,237,137,371,T1,T29,1
2903,68,18,90,14,4745,235,202,92,1742,T1,T29,2
3099,207,14,497,-18,2423,211,252,174,1590,T3,T13,2
3021,217,10,270,20,5524,209,250,176,1850,T1,T23,2
3165,329,25,268,111,3202,153,202,184,3029,T3,T24,1
2944,41,32,108,-6,376,206,154,62,1116,T1,T29,1
3213,45,10,470,82,467,223,218,129,2656,T2,T23,2
3097,259,8,67,11,2748,200,245,184,458,T3,T23,1
3023,323,7,470,113,1679,201,233,171,2356,T3,T32,2
2952,23,13,470,88,2758,212,211,134,1855,T1,T29,2
2551,95,13,365,44,418,240,221,110,1114,T1,T12,2
3157,258,11,108,17,5653,194,247,191,2370,T1,T22,2
3266,110,14,319,-64,700,243,224,107,3463,T2,T32,2
3159,71,11,30,-1,2480,232,219,118,2932,T3,T23,1
3066,117,10,592,-4,1784,237,231,124,2446,T1,T29,2
2946,222,6,0,0,3021,213,245,169,1302,T3,T23,1
3264,143,18,579,107,1036,243,233,111,1249,T3,T27,2
3132,348,21,300,95,2282,175,200,160,977,T3,T33,1
3056,52,11,361,67,1489,226,216,123,2308,T1,T29,2
2549,198,33,150,64,1510,191,246,166,421,T3,T4,3
3095,26,24,601,35,1328,201,180,106,2123,T3,T33,2
2875,209,26,228,68,1719,190,253,185,937,T3,T13,2
3250,79,15,785,75,1592,239,211,99,2512,T2,T33,2
2768,269,14,30,6,953,182,244,201,1652,T3,T13,1
3375,49,14,384,96,1919,225,210,116,1749,T1,T35,1
3098,76,6,484,21,2765,228,229,136,1736,T3,T32,2
3178,77,13,390,55,3060,236,216,110,3227,T1,T29,1
2896,18,19,573,162,319,202,198,127,1167,T3,T10,2
3244,337,15,983,53,3861,185,218,171,2472,T1,T23,1
3356,111,12,190,23,949,241,227,114,3820,T2,T32,2
2624,75,8,335,-15,853,230,225,127,713,T3,T17,5
2698,339,6,90,11,1790,207,232,163,3780,T1,T23,2
3247,58,3,579,68,4351,222,233,147,2639,T1,T22,1
3162,315,4,272,23,2922,209,236,166,3405,T1,T29,2
2965,38,20,234,24,335,216,193,105,1383,T3,T24,2
2895,241,8,404,63,787,204,247,181,1600,T3,T4,5
2761,8,23,319,34,1041,186,186,131,842,T3,T33,2
